GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201533,33 uttar pradesh,,,,,45.4 [43.9-47.0],45.00000,44.00000,47.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201534,34 uttarakhand,,,,,28.1 [24.3-32.4],28.00000,24.00000,32.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201535,35 west bengal,,,,,23.6 [20.3-27.5],24.00000,20.00000,27.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201536,36 telangana,,,,,28.2 [23.5-33.9],28.00000,23.00000,34.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201501,01 andaman and nicobar islands,,,,,65.0 [21.6-92.6],65.00000,22.00000,93.00000,,,Attention - Estimate is based on 25-49 cases.
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201502,02 andhra pradesh,,,,,47.6 [39.8-55.4],48.00000,40.00000,55.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201503,03 arunachal pradesh,,,,,66.1 [60.0-71.7],66.00000,60.00000,72.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201504,04 assam,,,,,51.9 [45.3-58.4],52.00000,45.00000,58.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201505,05 bihar,,,,,45.2 [42.7-47.8],45.00000,43.00000,48.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201506,06 chandigarh,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201507,07 chhattisgarh,,,,,67.9 [63.5-72.0],68.00000,63.00000,72.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201508,08 dadra and nagar haveli,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201509,09 daman and diu,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201510,10 goa,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201511,11 gujarat,,,,,46.1 [40.8-51.6],46.00000,41.00000,52.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201512,12 haryana,,,,,60.6 [56.0-65.0],61.00000,56.00000,65.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201513,13 himachal pradesh,,,,,62.7 [53.9-70.8],63.00000,54.00000,71.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201514,14 jammu and kashmir,,,,,69.1 [64.5-73.4],69.00000,64.00000,73.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201515,15 jharkhand,,,,,44.8 [40.8-48.9],45.00000,41.00000,49.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201516,16 karnataka,,,,,52.8 [45.6-59.8],53.00000,46.00000,60.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201517,17 kerala,,,,,49.4 [37.4-61.5],49.00000,37.00000,61.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201518,18 lakshadweep,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201519,19 madhya pradesh,,,,,55.2 [52.9-57.5],55.00000,53.00000,58.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201520,20 maharashtra,,,,,60.5 [55.9-65.0],61.00000,56.00000,65.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201521,21 manipur,,,,,60.2 [53.2-66.8],60.00000,53.00000,67.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201522,22 meghalaya,,,,,77.4 [71.7-82.2],77.00000,72.00000,82.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201523,23 mizoram,,,,,70.0 [61.6-77.3],70.00000,62.00000,77.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201524,24 nagaland,,,,,40.3 [33.7-47.2],40.00000,34.00000,47.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201525,25 delhi,,,,,62.1 [52.0-71.2],62.00000,52.00000,71.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201526,26 odisha,,,,,68.6 [64.7-72.2],69.00000,65.00000,72.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201527,27 puducherry,,,,,71.2 [54.3-83.8],71.00000,54.00000,84.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201528,28 punjab,,,,,66.2 [60.1-71.7],66.00000,60.00000,72.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201529,29 rajasthan,,,,,56.2 [52.5-59.7],56.00000,53.00000,60.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201530,30 sikkim,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201531,31 tamil nadu,,,,,61.8 [56.8-66.5],62.00000,57.00000,67.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201532,32 tripura,,,,,46.3 [32.7-60.4],46.00000,33.00000,60.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201533,33 uttar pradesh,,,,,37.9 [36.4-39.5],38.00000,36.00000,40.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201534,34 uttarakhand,,,,,56.0 [51.8-60.2],56.00000,52.00000,60.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201535,35 west bengal,,,,,64.7 [58.7-70.3],65.00000,59.00000,70.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201536,36 telangana,,,,,56.8 [48.8-64.4],57.00000,49.00000,64.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201501,01 andaman and nicobar islands,,,,,62.0 [43.5-77.6],62.00000,44.00000,78.00000,,,Attention - Estimate is based on 25-49 cases.
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201502,02 andhra pradesh,,,,,37.9 [30.4-46.1],38.00000,30.00000,46.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201503,03 arunachal pradesh,,,,,41.7 [35.4-48.4],42.00000,35.00000,48.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201504,04 assam,,,,,46.2 [40.2-52.4],46.00000,40.00000,52.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201505,05 bihar,,,,,36.3 [33.9-38.8],36.00000,34.00000,39.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201506,06 chandigarh,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201507,07 chhattisgarh,,,,,53.9 [49.3-58.4],54.00000,49.00000,58.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201508,08 dadra and nagar haveli,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201509,09 daman and diu,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201510,10 goa,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201511,11 gujarat,,,,,38.9 [34.0-43.9],39.00000,34.00000,44.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201512,12 haryana,,,,,46.7 [41.7-51.7],47.00000,42.00000,52.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201513,13 himachal pradesh,,,,,53.6 [46.4-60.7],54.00000,46.00000,61.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201514,14 jammu and kashmir,,,,,44.2 [39.9-48.6],44.00000,40.00000,49.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201515,15 jharkhand,,,,,34.4 [30.6-38.4],34.00000,31.00000,38.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201516,16 karnataka,,,,,32.1 [25.6-39.4],32.00000,26.00000,39.00000,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS201517,17 kerala,,,,,56.1 [45.6-66.2],56.00000,46.00000,66.00000,,,
